,ano,Bandeira,Funcao,Emitidos,Ativos,Transacoes,vl_Transacoes,trimestre
1117,2016,Outras,Crédito,689011,248222,2582390,316213824.69,1
1118,2011,VISA,Débito,1270386,711199,12824710,896389722.53,3
1119,2012,MasterCard,Crédito,35797355,15004576,144683187,12963565735.14,3
1120,2023,American Express,Crédito,594169,486850,16909454,4634534699.28,1
1121,2021,Elo,Crédito,4549859,2312872,66348778,6733356471.84,3
1122,2012,MasterCard,Crédito,64648,28482,778124,333673784.23,4
1123,2019,MasterCard,Crédito,38681973,12804179,207624664,20509530170.09,3
1124,2014,Outras,Débito,3371444,1311536,29261646,2066819646.65,3
1125,2017,MasterCard,Crédito,32055040,12752559,174920278,17140914976.83,3
1126,2023,MasterCard,Débito,740067,249854,5008758,250053966.99,4
1127,2022,MasterCard,Pré-Pago,8023,229,1726,76802.12,2
1128,2012,VISA,Débito,1254073,780617,16343289,1278308677.83,1
1129,2020,MasterCard,Pré-Pago,14632842,2830513,31291426,2074268483.89,4
1130,2015,Elo,Crédito,4661082,1622097,13100563,792588039.08,1
1131,2022,VISA,Pré-Pago,4846,2188,41991,5591642.9,4
1132,2016,Elo,Crédito,378975,127810,1564509,441772455.23,2
1133,2020,VISA,Pré-Pago,627460,148194,2079609,158798426.05,2
1134,2016,Elo,Débito,24506233,5245685,117912420,6495387196.81,4
1135,2021,MasterCard,Crédito,60235516,27753922,459290660,51296846666.5,3
1136,2020,MasterCard,Débito,290653,130291,1987953,200062492.05,1
1137,2021,Elo,Crédito,4587449,2687015,61619701,6037795637.25,1
1138,2022,VISA,Pré-Pago,26364983,10542508,115552264,5760556832.41,1
1139,2022,Elo,Pré-Pago,49217475,4788710,21938159,970185834.16,3
1140,2018,VISA,Débito,1245998,826741,28256065,2138258689.94,4
1141,2022,Bandeira própria,Crédito,19591,9557,2353174,683788158.1,4
1142,2017,Elo,Débito,298227,150523,2537602,311673627.01,3
1143,2015,MasterCard,Crédito,9080529,3848637,38499715,3970694359.53,1
1144,2021,VISA,Pré-Pago,178274,597,0,0.0,1
1145,2019,MasterCard,Pré-Pago,7,3,9,283.37,4
1146,2021,VISA,Pré-Pago,863905,92713,3023686,292599582.6,3
1147,2017,VISA,Crédito,935545,630771,13118972,3044786699.48,3
1148,2022,Hipercard,Crédito,4954855,4588391,68594916,10771620480.94,1
1149,2023,VISA,Débito,896271,498743,16838237,1608374823.02,4
1150,2016,MasterCard,Pré-Pago,7755,2686,104848,4515247.47,4
1151,2020,VISA,Débito,1627882,943084,28422820,2194919400.91,1
1152,2020,American Express,Crédito,418054,300805,9284393,2582454560.15,4
1153,2012,Outras,Crédito,2185136,195276,540084,76282073.56,2
1154,2019,VISA,Crédito,591922,316843,5666855,1670819183.35,4
1155,2020,VISA,Débito,527788,281501,4088836,487338864.89,2
1156,2015,Elo,Crédito,11425,5981,5189,99580398.66,2
1157,2019,MasterCard,Pré-Pago,361529,104701,1103036,60681321.01,2
1158,2017,MasterCard,Crédito,106993,54479,3319498,746028685.17,4
1159,2016,MasterCard,Crédito,15142331,9675224,144849688,14292043246.44,1
1160,2020,VISA,Crédito,582477,306342,2126425,694049195.18,2
1161,2016,VISA,Débito,1480232,831995,20342371,1566188745.42,1
1162,2021,MasterCard,Crédito,49002250,26772024,495511814,45400444418.14,1
1163,2017,MasterCard,Crédito,1075047,751083,8249063,1890445229.36,1
1164,2022,MasterCard,Crédito,3191876,2649449,157611079,31637451882.55,1
1165,2019,Elo,Crédito,5145456,2549409,52269172,4301815433.71,1
1166,2022,MasterCard,Pré-Pago,94947,50857,974849,63743273.88,1
1167,2020,MasterCard,Pré-Pago,101411,20255,288870,18316369.42,1
1168,2020,MasterCard,Pré-Pago,12710,6371,342550,21565240.02,1
1169,2017,VISA,Crédito,14907562,10672399,184281425,16305860246.58,2
1170,2022,Elo,Débito,1059146,377031,8673219,1278590451.22,4
1171,2019,MasterCard,Pré-Pago,5401980,2213496,38939432,1639684861.46,4
1172,2014,MasterCard,Crédito,18844405,11398420,135475759,12755222113.29,2
1173,2022,American Express,Crédito,75912,57606,1004784,741630575.8,1
1174,2012,VISA,Débito,7832019,3816634,45157785,2517966614.23,2
1175,2012,Outras,Débito,2857705,1147974,24147811,1418556390.71,1
1176,2021,MasterCard,Débito,319855,131818,1882438,214386353.91,2
1177,2023,American Express,Crédito,584748,484139,17443982,4628829894.62,2
1178,2011,VISA,Crédito,346575,243365,14430008,2272690855.59,3
1179,2021,MasterCard,Pré-Pago,27477,10995,137563,8616414.51,4
1180,2023,Bandeira própria,Crédito,24181871,4373829,14416559,2171871186.29,1
1181,2022,Bandeira própria,Débito,25300,8769,36834,5935547.62,1
1182,2017,Elo,Débito,56734753,21962443,258942108,14871947325.55,3
1183,2022,MasterCard,Crédito,74873480,32868566,420798535,44660519255.22,1
1184,2020,VISA,Crédito,8218951,5582359,125637208,16292105528.86,2
1185,2015,MasterCard,Crédito,15976164,9988898,147258077,14453203983.86,3
1186,2022,Elo,Crédito,235873,168599,1609108,292171420.42,2
1187,2012,MasterCard,Crédito,7577469,4831977,78782548,9712169224.8,2
1188,2018,VISA,Crédito,476134,259545,4193383,1096675056.24,1
1189,2022,MasterCard,Crédito,5594787,2823692,41631144,11010416593.56,3
1190,2023,Bandeira própria,Débito,20920,11805,53495,3283246.34,4
1191,2023,VISA,Pré-Pago,3707,69,1504,118014.41,3
1192,2018,American Express,Crédito,1139191,878192,4202453,515860654.34,3
1193,2021,American Express,Crédito,81771,62427,761439,374671194.44,2
1194,2014,VISA,Crédito,578321,412983,25581902,4282914116.47,1
1195,2022,VISA,Pré-Pago,9748463,1215317,26865202,2809222480.92,3
1196,2022,MasterCard,Crédito,91567179,34612395,435726697,49760168473.06,4
1197,2021,MasterCard,Pré-Pago,3875302,2141715,49109754,2423674242.24,3
1198,2016,VISA,Pré-Pago,83775,83775,23872,1508315.91,3
1199,2012,Elo,Débito,4359923,730579,1448798,66164567.53,2
1200,2012,MasterCard,Crédito,290195,184504,7796002,1441958904.11,2
1201,2022,VISA,Débito,1907456,1142782,43231220,3953504368.02,3
1202,2022,Outras,Crédito,144897,87266,51008,17519217.51,3
1203,2020,MasterCard,Pré-Pago,13188134,2616537,23550467,1837666086.19,2
1204,2021,Bandeira própria,Débito,1173576,499957,4819992,351990047.62,2
1205,2015,MasterCard,Débito,406674,113108,1889834,263535403.63,4
1206,2014,VISA,Crédito,26504264,14050064,164647588,14090914276.85,4
1207,2017,MasterCard,Pré-Pago,126505,4604,0,0.0,2
1208,2014,VISA,Crédito,2015901,919443,13911944,5243090868.11,4
1209,2013,Diners Club,Crédito,366768,324566,4139440,696790212.13,3
1210,2012,American Express,Crédito,2403016,1298652,19119881,1710182168.3,3
1211,2023,MasterCard,Pré-Pago,1939190,1224273,9937732,310946504.97,2
1212,2023,MasterCard,Crédito,94026498,33649026,402579172,45635890124.88,1
1213,2021,VISA,Crédito,11208144,2228960,30110333,3122551277.41,3
1214,2016,VISA,Crédito,19097323,10547912,175910805,15872869148.87,2
1215,2011,MasterCard,Crédito,3102416,1804622,47540731,6291981099.76,4
1216,2011,MasterCard,Crédito,15481852,9242330,113924114,10772536407.89,3
1217,2011,Bandeira própria,Crédito,611145,171581,755425,57786692.01,1
1218,2016,VISA,Débito,111250817,32121958,555805126,35519019295.55,1
1219,2019,American Express,Crédito,471841,384977,11309212,2606990028.27,3
1220,2018,MasterCard,Débito,130929,27839,358876,26173793.28,4
1221,2021,MasterCard,Pré-Pago,20019327,11552438,305537992,11658628737.27,2
1222,2013,Elo,Crédito,331105,41102,242915,18261572.15,3
1223,2015,MasterCard,Débito,739724,311154,6390672,476045672.65,1
1224,2013,MasterCard,Crédito,397951,274073,14168636,2743581767.94,4
1225,2022,VISA,Débito,13545798,7509447,199739005,13362309024.92,3
1226,2012,American Express,Crédito,2481539,1315994,18938890,1680670252.8,2
1227,2012,VISA,Crédito,1780899,772515,9653147,3706296494.04,3
1228,2022,VISA,Crédito,560739,328719,5781972,2590573512.88,3
1229,2016,MasterCard,Pré-Pago,3705,3705,4093,341876.57,4
1230,2011,Elo,Débito,106810,4281,34702,954099.86,3
1231,2016,MasterCard,Crédito,10783801,7148608,145823506,16769097799.74,2
1232,2016,Outras,Pré-Pago,1284,938,67182,3948761.53,4
1233,2019,Elo,Crédito,24601,14589,22710,101008283.86,1
1234,2022,American Express,Crédito,52263,40330,853752,122085876.5,1
1235,2022,MasterCard,Débito,27219015,16009405,136863944,5488620586.65,1
1236,2013,MasterCard,Crédito,897072,394557,5116208,1253748557.98,1
1237,2022,MasterCard,Pré-Pago,40236755,24242210,892048995,32675279637.24,3
1238,2019,VISA,Crédito,5358503,3819974,203424301,26048677414.21,4
1239,2023,VISA,Débito,2028695,1190771,49648689,4386408104.15,4
1240,2015,MasterCard,Crédito,569464,429745,22104783,4290556187.86,3
1241,2023,VISA,Crédito,24742177,11426543,223437798,21720571478.53,1
1242,2014,Cheque Eletrônico,Débito,2328754,479177,3294,1493199.39,1
1243,2023,Elo,Débito,105518,80819,361798,42260272.0,2
1244,2017,VISA,Débito,1652376,1076421,33529197,2782270313.69,1
1245,2019,Outras,Crédito,970635,230141,232928,42897272.61,3
1246,2013,VISA,Crédito,8173606,5358751,119884932,14673998015.92,3
1247,2020,American Express,Crédito,95501,59845,1421789,530706662.0,2
1248,2016,MasterCard,Débito,224516,116285,1659013,167654911.77,1
1249,2020,VISA,Crédito,5676778,3957793,153484271,22266470200.24,3
1250,2011,MasterCard,Débito,933929,303502,6113886,387318488.0,1
1251,2021,Hipercard,Crédito,3612026,2573360,53889946,11375963854.0,4
1252,2022,MasterCard,Crédito,15628720,12265145,437971533,56177964356.75,2
1253,2022,Elo,Débito,33087882,11996073,348182686,20527584287.01,4
1254,2017,Elo,Crédito,5117668,2302239,34063640,2586393676.63,3
1255,2016,VISA,Crédito,487861,244643,3459898,1087359364.02,1
1256,2013,MasterCard,Crédito,345333,235592,11640140,2167331776.2,2
1257,2019,VISA,Crédito,22256748,13704461,261602847,23079846220.09,3
1258,2016,MasterCard,Crédito,15036343,9622919,153299869,14773191929.53,2
1259,2020,American Express,Crédito,782,782,4990,800347.97,2
1260,2017,MasterCard,Pré-Pago,995,258,175,100566.34,2
1261,2021,American Express,Crédito,470445,334998,8313945,1416219957.4,3
1262,2013,MasterCard,Crédito,55841,27364,774208,319520292.95,2
1263,2017,VISA,Débito,1618884,1097988,34929682,2825675018.03,3
1264,2021,American Express,Crédito,71852,44972,829891,114760580.11,1
1265,2019,MasterCard,Pré-Pago,14829863,3406626,35747464,2559442373.15,4
1266,2023,Elo,Pré-Pago,10889290,1093438,7303866,219725573.7,1
1267,2022,VISA,Débito,1346,159,11407,632612.44,4
1268,2019,MasterCard,Pré-Pago,14116087,3325892,36577801,2593904633.42,3
1269,2011,MasterCard,Crédito,838828,313268,4691257,988176562.91,2
1270,2022,VISA,Crédito,10208816,2878901,35017942,3775829344.24,1
1271,2020,MasterCard,Débito,816748,472616,8057255,618633072.79,2
1272,2013,Cheque Eletrônico,Débito,2346044,508758,9691,2178415.99,4
1273,2016,American Express,Crédito,76382,24613,829881,206677318.91,2
1274,2020,Elo,Crédito,4158451,2189038,56913257,5663365486.97,4
1275,2012,Elo,Débito,5449819,1264157,8626626,482262537.71,3
1276,2022,VISA,Débito,1310431,537171,19474720,2608376782.47,3
1277,2020,MasterCard,Débito,841244,397409,7196787,690936563.54,3
1278,2017,VISA,Crédito,24590373,11875002,152191788,12826299202.59,3
1279,2012,VISA,Débito,211837,117001,2356896,234120478.93,4
1280,2023,VISA,Pré-Pago,24722,7065,55812,6846788.5,2
1281,2018,VISA,Débito,831085,458814,10451569,1303663859.55,2
1282,2017,MasterCard,Débito,875268,501647,12439430,1015102388.56,4
1283,2022,Outras,Crédito,121494,85452,45317,14986972.83,4
1284,2013,VISA,Crédito,30293006,15966776,171959859,14376137828.63,4
1285,2021,Bandeira própria,Crédito,1885175,495274,2469125,424705113.45,1
1286,2023,VISA,Débito,84468354,26068815,570438795,36004680781.96,2
1287,2012,MasterCard,Débito,852251,397897,6278049,415872492.7,2
1288,2011,American Express,Crédito,637388,370627,8101378,1228243798.3,1
1289,2023,MasterCard,Pré-Pago,2068358,162856,71652387,28985127.07,3
1290,2019,VISA,Crédito,877208,676025,48397449,8279143254.52,1
1291,2021,Elo,Pré-Pago,10775078,3070271,23181037,1071340828.27,1
1292,2014,Elo,Crédito,1019,243,222,7913655.27,2
1293,2011,MasterCard,Débito,86394557,29293163,313300919,16517523529.23,2
1294,2019,VISA,Débito,424892,231752,6224375,598425822.62,2
1295,2020,Outras,Débito,3505501,1855859,45575624,4329106047.43,4
1296,2017,Elo,Crédito,21896,13505,12626,147044225.07,4
1297,2017,MasterCard,Crédito,9993543,3853917,49703449,4599437760.66,3
1298,2018,VISA,Crédito,5877094,4349209,141915367,16728194064.87,3
1299,2011,VISA,Crédito,477972,219885,3407735,1359105868.45,3
1300,2022,VISA,Crédito,24749679,12127835,227172297,21403693654.03,2
1301,2022,VISA,Crédito,15583286,11613525,364572657,53343037973.71,2
1302,2013,Elo,Crédito,206826,21180,134660,10617778.02,2
1303,2021,VISA,Crédito,29527563,16143012,285291329,29949428170.59,3
1304,2018,MasterCard,Crédito,5392956,4108546,152129979,20265442223.96,1
1305,2014,MasterCard,Crédito,9702885,6276719,111963775,13997386450.53,3
1306,2016,VISA,Crédito,7092871,3742848,153249458,19201342199.31,3
1307,2016,Bandeira própria,Crédito,654404,184876,1636525,152666733.66,2
1308,2020,MasterCard,Pré-Pago,9403725,3742403,55480652,2417464033.1,2
1309,2018,MasterCard,Crédito,16426533,11457167,278854853,29944299889.94,4
1310,2018,MasterCard,Débito,832364,495583,11657234,931291782.73,1
1311,2022,MasterCard,Pré-Pago,267291,150985,1311036,113685123.17,4
1312,2020,VISA,Pré-Pago,195369,1240,0,0.0,4
1313,2020,MasterCard,Débito,771983,213484,3988469,302312282.34,2
1314,2013,Elo,Débito,250,7,7,926.23,2
1315,2023,VISA,Débito,152233547,45649682,1042917510,67018568916.72,1
1316,2023,Elo,Crédito,3662074,2278916,66237052,7662613574.76,1
1317,2014,MasterCard,Débito,752858,308304,6914411,526973193.37,4
1318,2021,MasterCard,Crédito,19577881,7026743,96161974,10583881648.67,4
1319,2022,MasterCard,Débito,30413838,18073448,253856301,8707829529.17,2
1320,2017,Outras,Crédito,2389356,327672,132882,102914781.18,1
1321,2013,MasterCard,Débito,193520,95347,1097368,103850216.26,3
1322,2022,VISA,Débito,1109,145,11124,640756.84,3
1323,2013,MasterCard,Crédito,8131936,3611418,38771880,3843768850.4,4
1324,2014,MasterCard,Débito,467035,118685,1773932,234245791.35,3
1325,2021,Outras,Débito,3461436,1836290,40228654,3854805376.58,2
1326,2020,VISA,Crédito,1192701,898855,66588263,11438933243.88,1
1327,2018,Elo,Crédito,683067,364235,4739974,459908136.6,2
1328,2020,MasterCard,Crédito,2081411,1653738,95570083,19240760268.62,3
1329,2011,MasterCard,Crédito,2660090,1564181,37089598,4916899711.19,1
1330,2016,MasterCard,Débito,612483,286613,6584367,490629199.41,3
1331,2023,VISA,Débito,2050798,1218747,46998887,4065711157.9,2
1332,2020,American Express,Crédito,18876,11748,543659,245646757.1,1
1333,2020,MasterCard,Crédito,2099126,1670908,115899723,20354380809.69,1
1334,2023,VISA,Crédito,14614241,10925734,371592740,53960242227.93,1
1335,2022,VISA,Pré-Pago,13725934,4017380,76570907,3693669886.43,2
1336,2013,MasterCard,Débito,1094503,490516,7748964,567802603.68,3
1337,2017,VISA,Crédito,24915818,12709213,153374503,12859094955.18,2
1338,2023,American Express,Crédito,41621,33638,760321,104122656.78,2
1339,2021,MasterCard,Crédito,3914865,2079469,32378669,7989640603.93,3
1340,2014,VISA,Débito,1467521,841029,18482362,1354756248.49,3
1341,2017,Elo,Crédito,572891,173766,2083991,238411775.85,2
1342,2023,Elo,Crédito,4091136,2502735,71910875,8208028706.91,4
1343,2013,VISA,Débito,139420886,37694238,495140902,28782081535.72,2
1344,2020,MasterCard,Pré-Pago,297,77,478,28964.42,3
1345,2017,American Express,Crédito,442509,283368,13581594,2259134132.84,1
1346,2018,MasterCard,Crédito,23099497,13957007,257426744,25291953239.56,4
1347,2019,Elo,Débito,60453989,25731886,350946063,19705595081.5,2
1348,2018,VISA,Pré-Pago,166203,4655,0,0.0,4
1349,2020,MasterCard,Crédito,26297373,15934078,281189365,27396326502.44,1
1350,2018,Elo,Débito,9658551,4308511,73764079,4509766087.98,1
1351,2016,VISA,Débito,109890693,29804420,559829097,37219426451.87,4
1352,2013,Elo,Crédito,2153028,485610,3160410,155695027.63,1
1353,2019,VISA,Pré-Pago,432,239,2884,433587.39,1
1354,2021,MasterCard,Crédito,134943,71269,1873062,590378147.0,1
1355,2017,VISA,Crédito,4791623,3599322,156307299,19458987432.7,2
1356,2016,MasterCard,Débito,368431,106553,1661920,219021941.72,2
1357,2011,VISA,Crédito,20122006,10642866,124679017,10717554682.01,1
1358,2020,MasterCard,Pré-Pago,17531,4946,234497,15527993.8,2
1359,2020,VISA,Débito,1453693,633390,15265324,1847626645.35,1
1360,2012,Elo,Débito,248618,25494,148300,7905131.0,1
1361,2017,Bandeira própria,Pré-Pago,66631,19320,244241,19648690.31,2
1362,2023,American Express,Crédito,40031,31757,740417,101984066.44,3
1363,2023,Bandeira própria,Crédito,6942489,1501163,46278529,1144811680.67,4
1364,2014,VISA,Débito,1436776,617900,10160938,1195103018.73,2
1365,2013,American Express,Crédito,29,29,3433,260539.65,2
1366,2021,Bandeira própria,Crédito,16236521,5688994,11201647,1591895197.22,1
1367,2023,MasterCard,Pré-Pago,285288,131900,4102258,262103218.22,3
1368,2018,VISA,Pré-Pago,1307869,155206,286643,622781587.9,3
1369,2021,VISA,Crédito,10132037,2744693,35669859,3801196521.87,4
1370,2020,MasterCard,Pré-Pago,12407388,2769483,27419770,2162814432.2,1
1371,2022,Elo,Crédito,2970280,1924503,60568471,7169733166.67,4
1372,2015,American Express,Crédito,606811,371193,13330714,2117507292.41,1
1373,2022,VISA,Pré-Pago,30882116,11716345,124416973,6295858709.06,3
1374,2018,MasterCard,Crédito,33967552,12841046,202914532,20987409070.41,4
1375,2017,MasterCard,Crédito,5306441,3992325,145011141,19183333830.18,3
1376,2020,Elo,Crédito,803128,499699,7183539,813372259.07,2
1377,2016,VISA,Débito,6970328,3390174,57891711,3656097014.28,2
1378,2015,MasterCard,Débito,741986,311845,6414751,470840427.76,2
1379,2014,Bandeira própria,Crédito,621982,179600,1522205,149891888.36,3
1380,2018,Elo,Débito,55798024,21763978,306391923,18298313062.0,4
1381,2011,VISA,Crédito,6870109,4532037,81248903,9840440079.51,1
1382,2019,VISA,Débito,1377023,551753,16824203,2091091417.2,4
1383,2021,Hipercard,Crédito,2592600,2453131,45361406,8883029070.72,1
1384,2022,MasterCard,Débito,393575,172743,3208438,298652344.57,1
1385,2017,MasterCard,Débito,278290,84275,1474753,185848505.99,2
1386,2013,American Express,Crédito,153939,87047,2277207,1345162463.11,2
1387,2016,MasterCard,Débito,1001520,489460,11716611,958254149.81,4
1388,2011,American Express,Crédito,2395792,1258419,18645205,1661716130.04,3
1389,2012,VISA,Débito,1453259,728823,13589705,969153456.34,3
1390,2013,MasterCard,Débito,2615899,749219,10558586,607962998.61,2
1391,2023,Elo,Pré-Pago,562537,0,296197,12327240.4,4
1392,2023,VISA,Pré-Pago,13726169,3845653,61847342,3324788448.71,3
1393,2017,Elo,Crédito,18023,11715,5552,94444738.02,1
1394,2013,Outras,Crédito,1104516,357232,2937953,403474036.9,4
1395,2022,Outras,Débito,3494750,1881664,42471427,3930882759.18,1
1396,2015,VISA,Crédito,19465628,10171778,169057974,15351757959.62,2
1397,2016,VISA,Pré-Pago,1313951,133107,203768,266410630.12,3
1398,2012,VISA,Crédito,2425966,1144057,6553044,609114771.07,2
1399,2022,Bandeira própria,Pré-Pago,778566,708565,811232667,1982881417.54,4
1400,2017,MasterCard,Pré-Pago,7040,3295,126258,5315278.44,4
1401,2014,MasterCard,Débito,223859,111373,1283819,126854947.36,2
